listing_id,number,score
14737463,148,4.86
14742500,238,4.86
14745699,55,4.63
14755491,18,4.72
14770396,164,4.27
14785631,107,4.75
14798540,181,4.82
14813014,4,5.0
14820186,35,4.94
14824418,22,5.0
14838168,69,4.37
14839700,409,4.78
14845900,4,5.0
14857131,18,4.83
14857381,74,4.73
14879971,38,5.0
14898821,132,4.82
14904122,5,5.0
14907513,2,4.5
14932890,33,4.19
14934635,17,5.0
14938508,157,4.61
14941430,725,4.81
14943168,55,4.84
14957692,7,3.14
14957777,33,4.27
14958082,16,4.31
14960022,9,3.89
14963529,171,4.95
14972466,6,4.0
14979329,82,4.47
14998533,179,4.83
15000162,1,5.0
15014593,168,4.76
15022396,3,5.0
15030483,11,5.0
15034757,58,4.84
15040997,11,4.91
15041289,15,4.77
15041305,61,4.6
15054597,18,4.89
15054939,52,4.67
15055615,22,4.5
15063921,227,4.96
15069913,22,4.86
15112889,6,4.83
15119596,35,4.86
15119820,69,4.94
15119965,51,5.0
15128996,38,4.75
15137237,302,4.87
15155552,148,4.88
15158289,3,4.0
15161206,250,4.98
15162862,43,4.47
15169715,3,4.67
15179261,201,4.49
15197756,198,4.76
15204058,164,4.6
15215993,74,4.8
15217206,140,4.93
15219928,120,4.79
15230072,8,4.0
15230263,20,5.0
15232922,174,4.87
15242851,7,5.0
15253032,17,4.71
15261952,282,4.91
15270528,2,5.0
15293223,3,5.0
15297080,358,4.73
15339244,2,5.0
15342454,8,4.13
15410846,222,4.33
15416221,204,4.62
15435282,76,4.83
15443280,8,4.43
15451476,140,4.84
15452114,2,5.0
15466582,8,5.0
15467987,56,4.4
15472365,3,4.0
15480160,107,4.22
15482095,4,5.0
15506225,38,4.68
15517141,82,4.33
15520068,48,4.88
15556545,2,5.0
15606359,128,4.81
15625970,46,4.85
15630107,23,4.9
15653924,43,4.88
15662149,164,4.67
15662629,156,4.78
15677169,16,5.0
15677594,1,5.0
15682438,190,4.68
15695376,175,4.83
15695932,178,4.8
15696557,60,4.67
15701179,98,4.9
15702634,66,4.97
15716017,151,4.48
15725118,16,5.0
15726268,76,4.87
15726888,141,4.74
15742326,135,4.66
15749806,9,5.0
15757589,116,4.71
15763163,23,4.91
15771291,68,4.88
15771766,87,4.84
15779845,90,4.9
15781024,22,4.62
15786005,11,4.64
15795790,79,4.89
15796152,51,4.73
15804562,40,4.49
15814444,13,4.77
15818092,27,4.62
15825533,49,4.66
15831512,59,4.8
15832531,8,4.29
15833412,9,5.0
15848846,121,4.93
15854530,83,4.77
15885600,16,4.67
15892986,167,4.78
15900362,1,5.0
15908888,3,5.0
15916900,115,4.86
15917752,138,4.78
15924158,2,4.0
15938362,38,4.86
15940703,3,4.0
15969367,19,5.0
15969811,2,5.0
15978026,74,4.91
16014305,47,4.87
16014387,44,4.7
16017066,26,4.65
16017372,2,4.5
16038778,15,5.0
16039058,184,4.73
16050196,42,4.73
16064201,4,5.0
16077398,1,5.0
16109288,8,4.57
16129670,158,4.94
16146498,1,5.0
16156397,52,4.87
16157088,2,4.0
16159302,54,4.72
16172934,111,4.78
16185217,1,4.0
16188511,2,5.0
16200398,28,4.64
16201617,5,4.0
16202907,2,3.5
16218195,8,4.13
16243310,79,4.97
16250821,20,4.89
16255825,3,4.33
16255930,10,4.4
16257025,33,4.76
16265916,35,4.69
16270951,94,4.45
16272999,41,4.61
16278330,2,5.0
16293277,4,4.67
16305942,4,5.0
16309843,8,4.86
16333637,35,4.94
16355072,154,4.91
16388667,7,5.0
16403060,149,4.5
16422467,23,4.57
16424953,11,4.27
16436842,47,4.51
16440545,12,4.92
16447955,78,4.69
16476531,178,4.95
16501354,110,4.66
16506904,269,4.64
16539288,296,4.76
16574449,76,4.35
16583959,4,5.0
16584113,2,4.5
16584154,8,4.75
16600911,5,4.6
16623868,130,4.88
16625894,11,4.64
16654869,262,4.82
16657391,13,4.85
16660908,413,4.78
16673324,152,4.61
16697344,3,4.67
16717269,4,5.0
16723237,4,5.0
16738755,4,5.0
16751516,18,4.18
16753787,297,4.54
16762429,97,4.45
16773126,65,4.57
16773924,91,4.9
16776470,59,4.62
16779325,11,4.91
16801749,2,5.0
16801886,25,4.24
16809676,307,4.34
16809987,141,4.9
16810933,3,5.0
16823486,122,4.89
16827752,4,4.5
16835753,121,4.36
16840562,25,4.81
16854865,2,5.0
16858195,67,4.43
16887983,16,4.88
16888535,23,4.0
16892665,7,4.57
16939447,46,4.93
16944672,263,4.71
16945019,75,4.51
16952757,48,4.83
16971923,58,4.84
16991227,5,4.4
16996308,7,5.0
17009602,27,4.72
17012260,65,4.78
17024098,11,4.91
17034586,1,5.0
17038030,2,5.0
17048961,9,4.89
17050103,40,4.95
17050779,386,4.74
17080347,33,4.84
17093485,2,5.0
17101503,26,4.96
17117272,1,5.0
17120391,9,5.0
17133387,114,4.57
17148322,12,4.45
17155240,74,4.92
17163088,3,4.67
17163361,186,4.95
17166109,136,4.6
17175658,83,4.93
17182361,30,4.93
17215828,27,4.85
17220159,43,4.91
17223836,3,5.0
17229815,166,4.77
17250633,5,4.8
17250812,22,4.95
17254698,136,4.95
17259306,1,5.0
17260698,2,5.0
17266494,12,4.36
17270780,17,4.69
17281376,29,4.72
17282744,61,4.44
17299318,1,5.0
17300101,70,4.44
17310826,5,5.0
17316655,68,4.81
17327215,123,4.89
17332289,1,5.0
17340060,120,4.73
17341140,6,4.2
17354239,71,4.73
17359519,5,5.0
17364110,3,5.0
17393930,4,5.0
17397359,85,4.67
17397836,81,4.88
17404624,5,5.0
17405291,126,4.9
17413716,11,5.0
17414703,96,4.77
17415446,72,4.92
17418540,229,4.96
17427277,19,4.94
17430482,193,4.84
17452508,12,5.0
17458320,19,4.79
17472575,20,5.0
17477190,27,4.88
17478225,8,4.5
17479761,40,4.63
17486966,13,4.7
17497180,63,4.86
17502918,14,4.64
17504921,16,4.81
17508695,2,5.0
17512654,1,4.0
17522834,4,4.5
17526979,1,5.0
17529529,4,4.33
17537997,4,4.0
17541932,7,4.57
17550825,82,4.56
17551000,1,5.0
17556584,74,4.31
17562361,3,4.67
17567424,46,4.91
17568650,1,5.0
17571486,6,4.8
17574284,148,4.93
17584567,10,4.4
17589038,22,4.59
17590383,3,5.0
17597032,1,5.0
17597039,21,4.33
17605506,357,4.86
17607779,1,4.0
17613753,1,5.0
17613918,9,5.0
17618483,1,5.0
17620923,2,4.0
17620947,1,5.0
17621238,20,4.42
17629997,21,4.48
17637701,2,4.0
17638393,2,5.0
17646024,13,4.54
17646150,2,4.5
17648114,189,4.88
17648997,1,4.0
17649031,218,4.77
17662306,1,5.0
17662376,8,4.75
17666241,219,4.85
17673363,204,4.87
17675992,3,3.0
17677191,3,4.0
17678182,1,4.0
17682161,16,4.36
17682372,33,4.72
17688731,345,4.91
17689000,267,4.62
17690036,143,4.91
17692989,9,4.75
17698717,3,4.0
17699228,10,4.75
17700049,14,4.58
17700089,10,4.8
17700290,1,5.0
17706880,18,4.94
17706892,2,5.0
17707064,62,4.85
17710194,137,4.69
17712286,15,4.0
17728457,8,5.0
17730621,6,4.67
17732498,2,4.5
17740404,5,4.75
17741089,6,5.0
17742527,471,4.77
17742592,2,5.0
17756677,91,4.81
17772474,35,4.74
17787937,7,5.0
17789586,8,4.5
17800624,3,5.0
17810642,102,4.73
17818039,35,4.83
17835292,45,4.96
17837320,163,4.93
17859553,12,4.25
17870583,87,4.66
17871605,28,4.56
17875947,30,4.75
17888424,6,5.0
17901826,183,4.93
17904037,216,4.72
17905996,68,4.49
17920490,40,5.0
17934100,4,4.5
17937371,2,5.0
17948969,4,4.75
17949978,29,5.0
17951259,19,4.79
17956231,30,4.9
17959343,28,4.48
17976248,7,5.0
17978884,58,4.53
17988900,10,4.8
17990079,7,4.57
18021228,276,4.93
18023670,216,4.81
18030574,1,4.0
18030607,17,4.88
18035688,147,4.84
18037875,30,4.93
18038811,238,4.69
18040912,397,4.66
18041181,3,5.0
18044248,15,4.93
18055626,6,4.8
18056485,22,4.73
18058089,164,4.61
18065309,7,4.67
18065880,127,4.75
18073646,212,4.59
18077294,1,5.0
18082511,6,5.0
18084546,217,4.87
18085242,16,5.0
18085458,53,4.94
18109464,108,4.74
18119624,3,5.0
18121557,9,4.78
18124008,9,5.0
18129628,18,4.67
18133419,1,5.0
18135755,1,5.0
18138779,29,4.24
18139699,12,4.25
18146039,6,4.4
18150382,83,4.83
18151164,46,4.89
18165621,80,4.65
18166558,102,4.88
18170033,1,4.0
18179375,140,4.9
18179488,98,4.91
18193876,91,4.59
18201209,11,4.7
18203006,30,4.77
18220420,19,5.0
18220661,37,4.64
18230728,37,4.92
18238473,44,4.84
18245697,3,3.0
18246448,7,4.86
18281628,303,4.76
18281884,19,5.0
18284931,2,4.5
18296740,9,5.0
18300572,10,5.0
18302582,58,4.98
18303827,35,4.63
18304223,19,4.84
18320924,61,4.84
18323759,17,4.71
18324582,22,4.7
18328816,67,4.64
18336892,68,4.21
18349413,3,3.67
18374092,7,4.67
18374461,73,4.9
18381404,220,4.94
18385965,2,5.0
18392187,11,4.82
18393249,20,4.95
18403769,214,4.8
18420208,6,5.0
18424712,5,5.0
18429190,123,4.52
18447127,58,4.38
18452093,19,4.78
18465694,339,4.95
18468018,34,4.3
18475022,37,4.59
18475161,28,4.81
18475231,3,5.0
18485920,26,4.76
18512545,2,3.5
18513357,30,4.28
18514743,395,4.64
18515537,37,4.06
18517231,12,4.55
18522501,2,5.0
18531822,8,4.57
18540909,214,4.92
18541533,18,4.67
18545836,41,4.85
18560100,2,4.5
18561575,132,4.73
18564627,60,4.87
18565443,18,4.35
18583477,169,4.89
18591323,4,5.0
18591643,79,4.91
18594694,84,4.83
18613392,80,4.8
18614233,189,4.8
18628779,38,4.89
18632887,5,3.75
18632998,8,3.83
18645908,41,4.5
18663965,142,4.74
18667423,165,4.88
18669552,21,4.81
18678187,18,4.18
18678766,123,4.95
18679209,31,4.93
18680433,26,4.92
18690122,35,4.86
18728763,25,4.63
18734212,27,5.0
18735152,30,4.9
18740243,9,4.89
18742855,10,4.6
18752180,48,4.81
18752569,106,4.56
18761639,6,4.83
18765494,2,4.0
18768867,9,4.88
18771887,121,4.43
18776839,18,4.88
18781803,49,4.72
18790387,95,4.91
18790712,52,4.96
18791251,30,4.93
18792748,24,4.88
18793005,2,4.0
18799672,1,5.0
18803712,302,4.77
18804967,6,5.0
18817733,45,4.98
18835412,15,4.53
18837038,17,4.93
18845106,5,5.0
18845904,4,4.5
18847673,3,5.0
18848268,258,4.95
18853179,37,4.78
18853837,295,4.86
18854267,2,5.0
18856354,34,4.59
18861697,37,4.94
18864773,12,4.92
18869406,3,4.33
18869426,126,4.65
18869530,196,4.89
18870944,1,5.0
18886421,3,3.0
18903404,184,4.8
18903535,109,4.91
18904305,342,4.92
18912696,8,4.88
18914686,102,4.91
18926197,1,5.0
18926846,6,5.0
18929614,80,4.62
18932296,22,4.95
18938916,145,4.74
18945731,31,4.81
18947620,61,4.86
18954805,3,3.33
18955822,5,4.0
18974495,28,4.44
18987596,22,4.95
18990564,3,4.75
18991499,131,4.86
18993080,103,4.53
18994318,1,5.0
18994714,5,4.0
18995514,16,4.57
18995584,23,4.86
19010374,71,4.83
19023547,2,3.5
19026019,21,5.0
19026252,17,4.75
19027258,4,5.0
19027677,25,5.0
19028229,4,5.0
19033848,20,4.74
19035659,5,4.8
19042258,5,4.0
19062713,4,4.75
19064774,22,4.91
19078972,20,4.2
19082277,70,4.6
19091481,21,4.9
19091994,63,4.87
19101139,16,4.85
19118846,53,4.96
19119814,2,5.0
19130837,1,5.0
19133172,8,4.71
19136246,21,4.43
19137192,72,4.87
19151456,2,5.0
19152499,1,5.0
19154612,5,4.6
19156449,38,4.77
19170335,39,4.82
19171582,160,4.78
19178081,107,4.81
19178552,133,4.6
19180217,1,3.0
19186464,273,4.96
19187100,15,4.8
19189084,305,4.95
19202885,168,4.92
19205307,11,4.75
19211974,16,4.81
19220591,12,4.83
19241403,5,5.0
19244052,20,4.78
19258957,10,4.44
19265844,2,5.0
19268157,1,5.0
19281152,4,4.5
19291945,2,5.0
19292380,246,4.71
19295178,1,3.0
19302879,18,4.88
19311380,3,4.67
19314495,104,4.59
19322054,3,5.0
19322186,12,4.91
19330225,4,5.0
19337728,125,4.9
19339722,3,4.33
19358735,2,5.0
19373387,512,4.55
19386325,2,5.0
19395163,150,4.81
19395195,61,4.82
19399148,2,5.0
19407616,2,5.0
19407951,6,5.0
19409572,12,4.91
19421079,7,4.0
19422750,29,4.83
19425524,145,4.97
19425946,22,4.91
19447157,120,4.81
19449877,5,4.0
19451360,166,4.74
19465304,6,4.83
19470563,5,4.6
19475010,38,4.47
19485467,150,4.74
19485835,221,4.64
19493925,20,4.65
19495100,156,4.66
19495645,253,4.6
19502504,4,4.33
19503088,24,4.96
19504300,4,5.0
19521918,8,4.57
19522601,116,4.59
19527740,5,5.0
19529236,4,5.0
19530664,40,4.9
19535236,173,4.63
19536043,20,4.44
19536949,4,5.0
19546574,468,4.87
19550188,11,4.7
19550627,121,4.66
19560436,85,4.86
19560540,65,4.88
19560580,5,5.0
19560736,87,4.76
19567740,20,4.53
19568420,20,4.84
19581439,5,4.25
19582507,7,4.0
19584367,25,4.8
19591213,21,4.65
19602370,253,4.98
19625254,49,4.92
19627165,1,5.0
19631195,1,5.0
19632643,2,2.0
19637264,112,4.95
19639418,4,4.75
19639669,32,4.77
19640689,5,4.8
19648150,4,4.75
19649276,68,4.93
19654606,8,4.88
19654916,12,4.64
19659836,37,4.92
19668421,2,5.0
19670273,2,5.0
19678857,1,5.0
19679020,7,4.86
19680463,157,4.91
19698206,8,4.88
19703572,16,4.88
19716967,216,4.81
19718123,11,4.7
19741671,10,4.38
19741787,2,5.0
19745789,11,5.0
19755915,2,5.0
19764632,16,4.87
19765073,4,4.25
19781233,35,4.69
19785511,3,4.67
19799469,137,5.0
19800138,9,4.56
19804463,21,4.6
19804505,4,4.5
19805595,15,4.57
19806436,1,5.0
19815051,3,5.0
19823637,9,4.75
19825461,3,5.0
19828992,90,4.81
19838629,5,4.25
19844490,3,4.67
19850136,181,4.58
19852498,44,4.86
19853605,9,4.75
19854131,25,4.92
19855370,12,4.92
19855450,8,4.0
19859902,136,4.85
19871976,13,4.58
19872641,31,4.94
19874722,62,4.68
19878162,65,4.91
19884321,37,4.89
19885483,1,5.0
19886322,18,5.0
19890334,3,4.67
19904098,13,4.92
19907945,3,5.0
19920902,4,4.75
19921198,4,5.0
19925329,115,4.96
19926056,5,4.8
19926988,51,4.8
19949300,11,4.91
19976682,123,4.91
19983339,6,5.0
19989413,35,4.91
19992556,14,5.0
19996491,78,4.9
19997703,3,5.0
20007931,11,4.45
20009075,4,5.0
20012343,12,4.92
20012726,5,5.0
20020432,2,4.5
20025383,5,4.5
20030680,6,5.0
20031615,9,4.78
20032833,11,5.0
20039198,21,4.79
20041565,280,4.8
20041721,141,4.76
20043731,1,4.0
20044950,49,4.72
20049837,6,5.0
20053313,2,5.0
20062216,1,4.0
20065239,40,4.92
20066712,51,4.86
20068004,58,4.78
20068563,100,4.91
20085535,10,4.63
20085568,6,4.8
20085815,31,4.77
20087733,4,5.0
20089877,2,5.0
20115790,1,5.0
20115843,1,5.0
20115998,3,5.0
20129297,2,5.0
20151955,76,4.86
20159398,4,5.0
20163293,139,4.87
20168149,3,4.0
20173043,283,4.58
20178487,1,5.0
20181228,94,4.44
20182305,212,4.62
20185894,14,4.64
20186458,110,4.69
20190715,5,4.33
20208268,1,5.0
20219521,3,5.0
20229341,2,4.5
20233380,140,4.83
20244663,115,4.93
20260101,28,4.93
20267106,134,4.8
20268160,166,4.82
20273350,10,4.9
20280142,133,4.79
20289355,19,4.38
20306928,53,4.96
20312395,12,4.83
20327406,4,5.0
20328174,192,4.66
20328651,5,5.0
20329631,5,5.0
20345932,52,4.96
20349531,205,4.89
20358722,184,4.73
20366599,57,4.65
20369791,86,4.71
20380055,14,4.31
20392799,61,4.75
20408444,32,4.73
20410677,46,4.8
20415774,11,4.8
20419829,301,4.9
20419863,180,4.96
20429256,1,3.0
20437842,5,4.6
20454620,114,4.83
20469139,37,4.31
20476881,271,4.65
20477041,141,4.89
20488120,8,5.0
20490701,2,5.0
20502087,39,4.82
20554694,67,4.69
20563807,2,5.0
20563838,1,5.0
20564158,2,5.0
20583531,7,4.57
20588264,3,3.0
20589282,105,4.84
20597187,4,5.0
20605858,88,4.75
20611633,131,4.89
20616377,204,4.82
20618886,11,4.8
20620692,24,4.79
20658231,3,5.0
20693049,65,4.98
20693902,14,4.82
20696952,3,5.0
20704646,35,4.94
20708372,117,4.47
20708751,132,4.56
20710093,1,5.0
20720502,13,4.77
20723606,3,4.5
20726436,15,5.0
20751705,129,4.95
20768108,3,5.0
20777765,88,4.89
20779646,51,4.9
20780307,66,4.95
20781213,62,4.9
20781389,7,4.57
20792594,225,4.72
20810235,59,4.69
20816610,97,4.91
20817465,3,4.67
20826323,80,4.93
20826796,128,4.36
20831800,67,4.9
20832705,72,4.75
20832716,178,4.51
20838737,61,4.43
20846334,59,4.95
20884439,55,4.91
20897218,64,4.97
20902138,2,5.0
20922097,116,4.93
20923894,1,5.0
20924263,1,5.0
20952670,28,4.67
20980896,35,4.94
20987387,70,4.87
20988473,27,4.38
20994639,71,4.92
21002648,94,4.47
21007588,36,4.92
21010475,38,4.82
21010516,67,4.84
21013261,61,4.85
21022543,26,4.0
21036908,73,4.79
21038069,134,4.73
21038251,22,4.86
21052558,40,4.55
21053702,35,4.94
21066196,17,4.94
21068589,328,4.61
21075804,2,5.0
21078908,2,5.0
21088564,6,4.8
21088722,3,5.0
21089678,122,4.71
21091172,3,5.0
21109604,22,4.5
21116477,74,4.76
21117709,3,4.5
21123346,4,5.0
21125755,8,4.75
21131798,19,4.05
21133451,1,4.0
21137985,1,3.0
21158405,61,4.92
21167665,1,5.0
21180385,14,5.0
21199571,262,4.29
21203035,1,5.0
21207881,37,4.38
21237615,1,5.0
21238744,5,4.75
21238766,28,4.78
21240229,1,5.0
21246712,7,4.8
21247838,67,4.35
21253737,35,4.83
21260658,139,4.57
21277918,35,4.86
21286235,2,4.5
21286657,12,4.92
21287679,6,5.0
21290247,4,1.0
21292089,8,4.88
21308311,2,5.0
21320422,2,4.5
21332273,6,4.83
21350202,146,4.82
21350607,2,4.5
21350746,52,4.75
21353367,16,4.94
21355255,42,4.86
21377693,34,4.47
21381718,9,4.86
21390212,157,4.79
21423377,5,4.8
21431780,4,5.0
21433279,8,5.0
21435594,176,4.94
21452627,16,5.0
21453158,3,5.0
21474620,19,4.68
21485919,1,5.0
21488800,2,4.5
21490100,7,4.57
21492375,49,4.76
21501153,30,4.68
21516676,24,4.87
21519483,49,4.59
21524639,4,5.0
21531459,152,4.74
21533178,1,5.0
21533697,22,4.82
21537410,13,4.92
21542050,1,5.0
21543355,35,4.86
21547361,5,5.0
21549481,18,4.88
21549675,83,4.6
21549714,1,4.0
21558196,9,5.0
21561463,5,4.4
21563098,71,4.35
21576729,166,4.98
21577082,25,4.87
21580882,22,4.95
21586580,342,4.83
21588973,8,4.86
21592200,2,2.0
21592590,4,5.0
21607112,39,4.31
21607937,89,4.85
21609274,62,4.79
21622538,6,4.2
21628848,16,4.29
21629108,69,4.84
21640440,4,5.0
21642464,28,4.79
21660316,18,4.95
21664900,357,4.72
21676087,18,4.94
21680276,68,4.66
21681061,12,4.2
21708166,201,4.87
21714412,1,5.0
21722118,133,4.83
21723390,2,5.0
21743300,1,3.0
21747284,23,4.83
21779248,3,4.33
21784473,23,4.87
21785330,25,4.44
21796092,54,4.72
21810665,22,4.41
21813175,1,5.0
21815847,24,5.0
21833801,4,3.67
21834385,1,5.0
21834957,23,4.33
21841880,19,4.58
21859227,21,4.95
21863049,94,4.68
21878155,124,4.52
21879189,65,4.69
21879658,37,4.81
21889365,133,4.62
21890269,55,4.63
21890318,8,4.22
21905353,3,5.0
21910564,6,4.33
21921615,72,4.54
21922057,101,4.92
21924613,3,5.0
21947560,20,4.9
21958214,8,4.25
21959823,1,5.0
21962993,47,4.23
21971625,35,4.74
21971910,4,5.0
21972044,176,4.33
21987467,2,5.0
21988402,17,5.0
21995447,88,4.69
22012020,17,4.87
22013997,111,4.58
22015887,93,4.87
22016848,53,4.77
22030035,4,3.33
22031657,18,4.83
22033135,3,5.0
22040524,69,4.61
22058806,12,4.91
22092093,3,5.0
22094685,14,4.69
22123191,2,4.5
22142221,2,5.0
22159651,5,5.0
22172006,1,5.0
22173946,1,4.0
22190395,85,4.96
22196451,4,5.0
22198486,118,4.92
22210079,128,4.83
22217168,123,4.42
22225926,18,4.88
22226928,18,4.42
22226930,11,3.91
22226931,2,4.33
22226932,16,4.69
22227789,12,4.58
22228595,11,4.73
22229225,83,4.99
22235864,6,4.17
22236660,176,4.65
22236841,6,4.83
22238370,11,4.1
22247451,33,4.85
22248418,4,4.6
22264870,4,4.0
22273010,3,5.0
22278663,7,4.86
22280660,48,4.56
22288732,10,4.67
22305858,19,4.84
22319956,3,3.0
22337009,17,4.29
22338601,1,2.0
22349629,14,4.43
22351501,1,5.0
22361713,10,4.9
22364626,61,4.47
22393730,1,5.0
22413310,12,5.0
22433815,7,5.0
22458568,3,5.0
22496407,201,4.97
22502065,36,4.89
22506331,163,4.91
22511860,3,5.0
22523412,217,4.9
22524137,1,5.0
22530960,4,5.0
22532818,106,4.69
22549260,1,5.0
22580804,66,4.98
22591214,36,4.47
22592319,53,4.77
22627220,56,4.96
22628231,5,4.25
22679553,124,4.77
22684957,113,4.99
22696893,2,5.0
22700719,103,4.74
22700952,101,4.68
22702553,165,4.81
22710090,83,4.98
22710548,1,5.0
22715299,4,5.0
22717614,153,4.86
22737854,9,4.75
22743577,19,4.68
22745053,8,4.71
22747597,49,4.9
22750476,263,4.87
22760209,46,4.62
22770664,3,4.33
22770687,111,4.84
22789151,15,5.0
22803943,9,5.0
22823375,4,5.0
22823420,48,4.27
22825343,8,5.0
22830665,3,5.0
22841612,50,4.88
22848234,85,4.84
22848811,78,4.91
22860759,12,4.83
22875712,44,4.89
22882341,20,4.79
22882753,129,4.93
22884862,143,4.64
22885985,1,1.0
22896138,16,4.88
22896851,2,5.0
22897931,2,5.0
22916909,74,4.88
22917015,36,4.86
22920086,10,4.9
22926256,109,4.85
22932628,10,4.9
22949633,4,5.0
22955212,36,4.21
22957398,38,4.86
22967546,67,4.7
22968798,69,4.94
22970984,1,5.0
22975751,2,5.0
22976874,143,4.72
22978506,127,4.72
22980882,3,4.33
22994135,173,4.81
22996256,1,5.0
23000395,60,4.79
23000916,7,4.57
23012468,1,4.0
23017328,16,4.93
23022796,4,5.0
23029896,1,5.0
23042425,130,4.77
23056288,89,4.92
23070253,136,4.93
23072921,1,5.0
23077183,1,5.0
23085003,2,5.0
23088334,47,4.94
23105171,3,5.0
23107964,15,4.93
23116032,54,4.87
23118600,46,4.98
23123065,1,5.0
23124259,1,5.0
23138544,8,4.38
23144672,74,4.66
23154983,66,4.92
23161470,5,4.5
23161737,2,5.0
23165041,55,4.96
23183654,22,4.95
23195750,6,5.0
23200374,17,4.58
23200753,76,4.68
23217559,1,5.0
23218464,226,4.77
23230929,24,4.88
23231072,2,4.0
23231695,88,4.88
23232371,2,4.5
23232658,15,4.86
23233528,82,4.89
23247862,37,4.79
23251243,1,5.0
23252622,18,4.41
23255919,66,4.22
23264996,34,4.65
23265741,4,5.0
23268291,45,4.62
23268554,37,4.81
23271027,4,5.0
23273928,32,4.87
23299655,11,4.9
23301970,213,4.44
23317832,91,4.93
23318889,15,4.71
23330452,128,4.56
23331746,94,4.71
23334075,27,4.54
23340219,98,4.77
23340499,6,4.83
23354047,2,4.5
23356938,31,4.94
23367530,2,5.0
23368730,8,4.0
23368731,4,4.0
23373382,8,4.75
23381305,4,5.0
23384487,23,4.48
23384621,75,4.67
23387173,74,4.88
23387240,5,2.5
23387270,28,5.0
23393139,72,4.65
23394090,20,4.85
23408757,2,5.0
23412915,148,4.4
23431001,148,4.63
23432273,12,4.83
23433153,64,4.58
23444653,6,4.67
23459162,100,4.75
23459501,18,5.0
23459696,45,4.61
23461973,24,4.92
23466447,118,4.68
23466550,1,5.0
23477839,22,4.95
23479073,3,4.33
23480342,7,4.6
23482931,8,5.0
23489839,45,4.89
23492914,96,4.66
23494727,18,4.82
23495152,10,4.8
23517836,142,4.89
23518576,13,5.0
23519245,11,4.91
23521771,83,5.0
23523648,119,4.28
23524281,1,5.0
23526035,44,4.88
23533368,6,4.33
23538363,4,3.75
23540914,3,4.0
23542611,45,4.83
23545705,41,4.71
23546483,38,4.71
23546657,70,4.79
23546910,33,4.79
23557107,1,3.0
