listing_id,number,score
35340788,4,5.0
35346979,5,5.0
35355059,7,4.57
35366258,9,4.88
35372523,64,4.89
35377358,1,5.0
35401519,38,4.97
35406191,3,5.0
35408107,1,5.0
35448648,29,4.93
35461596,4,5.0
35462882,9,4.56
35489321,9,4.86
35492738,40,4.49
35506380,2,5.0
35511291,4,5.0
35512947,14,4.86
35535668,6,4.67
35545729,41,4.93
35559705,118,4.88
35560132,10,5.0
35562722,1,5.0
35563076,3,5.0
35563644,38,4.58
35569423,52,4.91
35576859,9,4.88
35577845,53,4.65
35608363,34,4.82
35634746,2,3.0
35640983,8,4.5
35648044,15,4.93
35673359,51,4.31
35673532,83,4.52
35673628,34,4.2
35673876,51,4.29
35679514,12,4.67
35699949,2,4.5
35709159,15,4.73
35712527,1,5.0
35713748,7,4.86
35715056,21,4.95
35715690,7,4.83
35725592,11,4.91
35726540,38,4.66
35731940,8,5.0
35741233,25,4.88
35762958,14,4.93
35766393,2,5.0
35766535,19,4.95
35767091,4,4.25
35799006,6,4.83
35803194,2,5.0
35819988,3,4.33
35828896,10,5.0
35837656,1,5.0
35856841,21,4.9
35865074,1,5.0
35868978,1,5.0
35868984,37,4.7
35870816,68,4.65
35877219,17,4.0
35878039,9,4.67
35878124,7,4.57
35900329,40,4.73
35903197,26,4.38
35909945,39,4.31
35910130,13,4.54
35910281,5,4.4
35943161,69,4.84
35954646,5,4.8
35967281,73,4.59
35986074,179,4.97
35986747,6,4.8
35987461,20,4.5
35988107,29,4.82
35992124,45,4.76
35993433,16,4.73
35993494,8,4.86
35997173,1,5.0
36020675,57,4.63
36020745,38,4.77
36026721,52,4.67
36028449,4,4.25
36033653,6,4.17
36034711,5,4.6
36058080,9,4.78
36058680,43,4.69
36084820,3,4.67
36100357,217,4.93
36111607,3,5.0
36126707,17,4.53
36132141,9,4.13
36145170,28,4.68
36218733,2,5.0
36226634,25,4.8
36235875,13,5.0
36236698,49,4.71
36252246,5,4.8
36253416,26,4.68
36255222,25,5.0
36266110,8,4.75
36273513,40,4.28
36275450,1,5.0
36283070,23,4.7
36283400,29,4.76
36283456,7,5.0
36283513,4,4.75
36296920,29,4.83
36309900,1,4.0
36330155,1,4.0
36337560,10,4.9
36342163,5,5.0
36343440,43,4.48
36345382,3,4.67
36351345,5,5.0
36352557,9,5.0
36374914,25,4.56
36378585,15,4.43
36379001,34,4.76
36384147,1,3.0
36389876,11,4.3
36410701,155,4.98
36414306,5,5.0
36421220,50,4.66
36441946,1,3.0
36462511,12,5.0
36465309,180,4.76
36466515,6,4.33
36469306,34,4.91
36476892,10,4.73
36496667,74,4.97
36506174,20,4.4
36509878,2,4.0
36534202,45,4.91
36557715,16,4.81
36558882,3,5.0
36562508,43,4.36
36562570,114,4.44
36572462,29,4.86
36580602,15,4.87
36586845,72,4.58
36587590,30,4.71
36589636,85,4.56
36590112,24,4.38
36601270,3,4.67
36630917,67,4.93
36647879,34,4.76
36649175,29,4.86
36650309,33,4.91
36655900,1,3.0
36661055,37,4.46
36686468,63,5.0
36718669,12,5.0
36725320,5,5.0
36725745,1,4.0
36731209,1,5.0
36759899,13,5.0
36801179,1,3.0
36830115,5,4.75
36833204,15,4.8
36833248,5,5.0
36838805,4,5.0
36844514,2,5.0
36862134,3,5.0
36863389,1,5.0
36875838,7,5.0
36901427,76,4.51
36901457,6,4.17
36934308,44,4.93
36939105,16,4.5
36959080,115,4.67
36960357,31,4.74
36977242,39,4.82
36994569,1,5.0
37010434,8,4.88
37028840,5,4.75
37029805,129,4.64
37034621,6,4.83
37081710,22,4.32
37092704,12,4.64
37107622,107,4.95
37111467,22,4.55
37160190,20,4.45
37174188,2,5.0
37192109,5,5.0
37199428,7,4.5
37207238,12,5.0
37211363,7,4.29
37226483,2,5.0
37236120,42,4.9
37242673,9,4.56
37248338,7,4.86
37253728,4,3.5
37273181,6,3.67
37282119,10,4.22
37288548,81,4.78
37306419,25,4.88
37310316,4,4.75
37318865,6,4.33
37376225,2,4.5
37377666,9,4.11
37394907,8,4.63
37421258,44,4.98
37422266,10,5.0
37444687,18,5.0
37474447,11,5.0
37487591,94,4.98
37490747,16,5.0
37495236,5,4.2
37523477,6,5.0
37523572,9,4.22
37527985,1,3.0
37547727,2,5.0
37551762,1,5.0
37557193,68,4.97
37583585,5,3.8
37586169,39,4.29
37622448,10,3.38
37650683,8,4.75
37651902,29,4.69
37657468,3,4.67
37658435,7,4.86
37672918,2,5.0
37675901,7,4.5
37685618,8,4.88
37685678,6,4.5
37701994,8,3.75
37703653,3,4.33
37716525,21,4.9
37732561,3,4.33
37736016,2,5.0
37736165,16,4.88
37737048,17,5.0
37766048,26,4.54
37771431,4,5.0
37780942,1,5.0
37794300,10,4.0
37794773,74,4.76
37807515,21,4.81
37810719,1,5.0
37811383,2,5.0
37826083,15,4.67
37828902,30,4.79
37846423,2,5.0
37874237,2,5.0
37894104,2,1.0
37962744,4,5.0
37968060,7,5.0
37970593,37,4.86
37984315,32,4.78
38022106,33,5.0
38033524,3,5.0
38034541,108,4.86
38036678,91,4.84
38042062,5,4.0
38061443,16,5.0
38095951,24,4.54
38100726,24,4.67
38112673,49,4.68
38124234,12,4.82
38130718,15,4.87
38131220,30,4.97
38145058,45,4.82
38148283,1,5.0
38180494,11,4.2
38210851,40,4.93
38225761,14,4.79
38231106,25,4.72
38249885,7,5.0
38254392,29,4.79
38259069,22,4.95
38263048,4,5.0
38271868,21,4.9
38286821,101,4.71
38311860,15,4.67
38322404,22,4.55
38324113,18,4.89
38326009,6,5.0
38341798,4,5.0
38341978,16,4.94
38343712,17,4.94
38364439,14,4.64
38376958,2,5.0
38376990,3,4.33
38377028,1,5.0
38377069,8,4.75
38378119,10,4.7
38378194,1,4.0
38378226,4,4.75
38379053,1,4.0
38379097,2,4.5
38398420,3,5.0
38403821,10,4.9
38406934,37,4.47
38446778,6,5.0
38446976,3,5.0
38456538,9,4.89
38456556,4,5.0
38502708,11,4.73
38511385,12,4.83
38545622,1,5.0
38549095,16,4.63
38549639,74,4.51
38549645,87,4.58
38569093,3,5.0
38591969,69,4.61
38592004,46,4.76
38594322,1,5.0
38594350,79,4.65
38645199,10,4.9
38661447,7,4.86
38665136,4,5.0
38673785,3,2.5
38719671,8,4.75
38749265,78,4.55
38833329,5,5.0
38840325,6,5.0
38844291,1,5.0
38894976,9,4.67
38902496,3,5.0
38928069,9,5.0
38928828,85,4.93
38930872,12,5.0
38969224,4,4.75
38969905,140,4.44
38975150,15,4.87
38975781,14,5.0
39044764,15,4.75
39053392,5,3.6
39056501,1,5.0
39081156,17,4.69
39102293,3,5.0
39121717,5,4.4
39128032,6,4.5
39133384,5,5.0
39135076,14,4.93
39135254,9,5.0
39144791,38,4.82
39174796,14,5.0
39196763,29,4.93
39197942,10,5.0
39198618,1,5.0
39199429,8,5.0
39200408,6,5.0
39201483,5,4.6
39202188,132,4.78
39226532,6,3.83
39243743,1,4.0
39291856,11,5.0
39314907,10,5.0
39320042,2,5.0
39339542,1,5.0
39364267,2,5.0
39406098,7,5.0
39417372,1,5.0
39427560,6,4.67
39441556,8,4.63
39444575,37,4.92
39483660,1,5.0
39485083,9,4.67
39514434,34,4.71
39527873,82,4.93
39541753,21,4.76
39553940,1,3.0
39556516,27,4.63
39585886,4,4.0
39602193,23,4.96
39606602,2,5.0
39619533,20,4.35
39663979,6,5.0
39695236,16,4.75
39721061,14,5.0
39744712,16,4.82
39745766,21,4.95
39750846,6,5.0
39770157,9,4.4
39777561,3,3.5
39788249,1,5.0
39795425,15,3.25
39795835,20,4.3
39814391,17,4.82
39815830,1,5.0
39820233,26,4.56
39834808,2,4.0
39835646,46,4.93
39840572,10,4.78
39868299,10,4.7
39888150,2,5.0
39889847,77,4.71
39914831,19,4.28
39914946,24,4.63
39977570,48,5.0
39982451,10,4.6
39988290,8,4.5
39989926,3,4.67
39996993,18,4.89
40003891,4,4.75
40018460,3,5.0
40018779,1,5.0
40025152,10,4.8
40026440,2,5.0
40036290,5,5.0
40050072,2,5.0
40060687,12,5.0
40088752,5,4.0
40089331,6,4.0
40091326,1,5.0
40103275,54,4.95
40107477,6,4.83
40115872,8,5.0
40138082,4,5.0
40150546,1,5.0
40165176,4,5.0
40167231,14,4.86
40205851,15,5.0
40206084,18,4.78
40231347,2,5.0
40246277,74,4.89
40247761,1,5.0
40248083,4,5.0
40254648,45,5.0
40277556,2,5.0
40301526,4,5.0
40328567,4,5.0
40334027,2,5.0
40340201,3,5.0
40361865,7,5.0
40373285,1,5.0
40394483,8,4.38
40440931,14,4.57
40461673,15,4.8
40468022,13,4.85
40496014,10,4.9
40507877,4,5.0
40519127,8,4.88
40527891,2,5.0
40559105,24,4.88
40588167,2,5.0
40590065,3,5.0
40607524,72,5.0
40632277,5,4.8
40634674,46,4.72
40650783,8,4.88
40650927,20,4.8
40658536,2,3.0
40688137,2,5.0
40690830,3,5.0
40698671,41,4.71
40715109,1,4.0
40721499,172,4.75
40745017,5,5.0
40757461,7,4.57
40782962,28,4.89
40793561,23,4.52
40818887,15,4.79
40830264,18,5.0
40840761,10,4.8
40878544,1,5.0
40885292,3,4.67
40893695,2,4.5
40957099,4,4.5
40958005,2,5.0
40980942,1,4.0
41024120,2,5.0
41096614,1,5.0
41127894,6,4.83
41144601,1,5.0
41146674,34,4.97
41149224,23,4.73
41152926,11,4.45
41210673,5,5.0
41226640,18,4.33
41267728,4,5.0
41277010,10,5.0
41285982,21,4.95
41313978,2,5.0
41315495,2,5.0
41345985,2,5.0
41358429,11,4.91
41368324,8,5.0
41372408,12,5.0
41375066,4,5.0
41388131,26,4.65
41400438,3,4.33
41450619,1,5.0
41452325,8,5.0
41468791,6,4.83
41472752,11,4.73
41474439,3,4.33
41498174,3,4.67
41502305,3,5.0
41513085,3,5.0
41546007,1,5.0
41554446,32,4.88
41577717,41,4.88
41587833,6,4.83
41587876,10,5.0
41609032,3,5.0
41630041,2,4.5
41636355,2,5.0
41659658,14,5.0
41677883,4,4.25
41683944,16,4.67
41713162,3,4.67
41717943,5,4.4
41733425,1,5.0
41744892,1,5.0
41756417,28,4.93
41781551,31,4.9
41813857,22,4.95
41850146,148,4.78
41875646,138,4.96
41885338,5,5.0
41926552,4,5.0
41976687,2,5.0
41983802,1,5.0
41989925,2,5.0
42014543,34,4.97
42032477,6,5.0
42032544,103,4.79
42043110,45,5.0
42062305,10,4.7
42085967,47,4.67
42112784,1,5.0
42164310,1,5.0
42174191,2,5.0
42185596,2,5.0
42215550,30,4.77
42217864,19,4.53
42235463,1,5.0
42279971,7,5.0
42318907,1,5.0
42323789,1,4.0
42382291,5,4.8
42396322,16,4.63
42450724,18,4.89
42482009,45,4.84
42502397,18,4.38
42529815,6,4.33
42562547,2,5.0
42578982,234,4.55
42595519,14,4.93
42605117,9,5.0
42622163,1,5.0
42640903,13,5.0
42641650,1,5.0
42687498,1,5.0
42715098,24,4.8
42750053,3,4.67
42768116,37,5.0
42776639,59,4.86
42783282,119,4.67
42784301,162,4.77
42785604,134,4.78
42802114,26,4.88
42812747,1,2.0
42814806,1,5.0
42852045,4,5.0
42874099,16,4.25
42900144,9,4.89
42913219,29,4.62
42914875,51,5.0
42920555,1,5.0
42923092,1,5.0
42950182,46,4.78
42962021,14,4.43
42970351,16,4.38
42971215,32,4.19
42971386,11,4.83
42971544,9,4.44
42971659,18,4.22
42971831,2,2.5
42972621,12,4.5
42973665,26,4.85
42987658,22,4.91
43061299,21,5.0
43087134,4,5.0
43102154,37,4.84
43107691,1,4.0
43145758,1,5.0
43154312,1,5.0
43163658,10,4.9
43184041,3,5.0
43184996,5,5.0
43185389,1,5.0
43337867,7,5.0
43341217,3,4.33
43361196,23,4.91
43394964,1,4.0
43399122,27,4.85
43458055,58,4.66
43517723,6,4.67
43538919,5,5.0
43542403,15,5.0
43556259,7,4.86
43607144,30,4.9
43650805,22,4.45
43662632,3,5.0
43663348,4,4.75
43684857,18,4.78
43708140,4,5.0
43709372,59,5.0
43720755,6,5.0
43735623,76,4.96
43766974,10,4.9
43833231,21,4.71
43860196,75,4.88
43920590,1,5.0
43950260,21,4.24
43973708,36,4.94
43978514,1,5.0
44018422,33,4.91
44034436,128,4.35
44049628,6,4.83
44060333,11,4.18
44060708,1,5.0
44060727,3,2.33
44096368,8,4.88
44129061,4,3.25
44130711,10,4.8
44151982,1,5.0
44201426,12,5.0
44206713,46,4.8
44257482,7,4.5
44285806,5,5.0
44298184,29,4.45
44309849,5,5.0
44316988,17,4.53
44320566,37,4.97
44335902,4,4.75
44344311,18,5.0
44370471,13,4.92
44375988,121,4.76
44377348,10,4.5
44391909,1,4.0
44392004,34,4.74
44404362,58,4.93
44433489,13,4.85
44457543,11,4.73
44472903,12,5.0
44473607,1,5.0
44550673,1,4.0
44552014,5,5.0
44557802,36,4.69
44573802,5,5.0
44575990,2,5.0
44593536,11,4.73
44599142,1,5.0
44605656,1,4.0
44624463,13,5.0
44656479,4,4.0
44656831,16,5.0
44660316,5,5.0
44686079,38,4.36
44732163,5,5.0
44937373,19,4.89
44960119,26,4.69
45009041,65,5.0
45048728,5,4.0
45056742,3,5.0
45095744,43,4.79
45097827,54,4.72
45113690,23,4.91
45121112,17,4.94
45131825,23,4.65
45138688,13,5.0
45167055,2,5.0
45175093,16,4.5
45178861,102,4.72
45178917,106,4.79
45183394,55,4.8
45199217,165,4.8
45228285,15,4.73
45265177,14,4.57
45272429,13,5.0
45281033,22,4.0
45283170,1,5.0
45330506,1,5.0
45338635,10,4.4
45339227,7,4.71
45340704,69,4.32
45345331,9,4.89
45429806,1,2.0
45430042,2,4.0
45430383,1,5.0
45430662,13,4.77
45431140,3,4.67
45461628,13,4.38
45478728,32,4.97
45483905,8,4.11
45490514,3,3.33
45490852,11,4.82
45491052,3,4.67
45501564,9,4.5
45511063,40,4.88
45553381,37,4.47
45556440,13,4.46
45614442,53,4.89
45617612,5,4.8
45632698,6,5.0
45632923,35,4.71
45636793,48,4.38
45664593,25,4.92
45683271,10,4.2
45755653,7,4.57
45795997,4,4.5
45796445,9,4.67
45796614,9,4.89
45809702,13,4.46
45855202,16,4.81
45855776,53,4.85
45863962,3,5.0
45865005,10,5.0
45889975,7,4.43
45891822,31,4.81
45905621,17,4.71
45905767,6,4.43
45905836,34,4.94
45908173,18,4.94
45908262,18,4.61
45908541,39,4.73
45933639,55,4.93
45963273,36,4.25
45987094,2,5.0
45988020,45,4.76
46078464,114,4.91
46133424,1,4.0
46140141,8,4.44
46140429,25,4.24
46185543,5,4.8
46256456,41,4.9
46256482,8,4.63
46256549,3,5.0
46256758,763,4.9
46270057,147,4.83
46272500,145,4.88
46308019,21,4.38
46325368,2,4.5
46336642,18,4.56
46388572,16,5.0
46389034,16,4.94
46389088,560,4.86
46389138,137,4.89
46389198,37,4.79
46389254,13,4.36
46389301,212,4.82
46400464,36,4.44
46424675,25,5.0
46432092,21,4.52
46442345,9,4.78
46442875,13,4.38
46485102,8,4.63
46490940,37,4.72
46521149,17,4.47
46524710,2,3.0
46524711,43,4.51
46525953,135,4.48
46526344,3,3.33
46615094,5,4.6
46616609,15,4.56
46617168,9,4.0
46655896,3,5.0
46672852,2,5.0
46718727,2,5.0
46745463,6,4.67
46828813,7,4.86
46832098,15,4.73
46849666,1,5.0
46910042,1,5.0
46913278,7,4.86
46979149,3,5.0
46985134,6,5.0
47070436,2,5.0
47090991,75,4.79
47114014,10,5.0
47171197,29,4.62
47177737,95,3.9
47286284,20,4.6
47390005,95,3.79
47497124,5,5.0
47507561,12,4.83
47528675,9,4.33
47532933,3,5.0
47558349,8,4.63
47734995,14,4.64
47767802,2,5.0
47856725,180,4.61
47924524,15,4.88
47996264,57,4.79
48101880,5,5.0
48155536,130,4.71
48156670,6,4.5
48178188,86,4.88
48251230,120,4.78
48253360,12,4.67
48255989,16,4.63
48290051,1,5.0
48355680,2,4.0
48366146,16,4.69
48520414,8,5.0
48559022,4,5.0
48621872,4,4.5
48624047,99,4.81
48696135,122,4.72
48697609,93,4.81
48699243,111,4.8
48711799,115,4.85
48730144,6,4.33
48732165,30,4.35
48909326,77,4.99
48949860,5,5.0
48969872,2,4.0
48994110,10,4.36
49034711,3,5.0
49056825,13,4.85
49071541,1,5.0
49088703,30,4.93
49130182,71,4.79
49172477,15,4.6
49229139,58,4.81
49235778,126,4.73
49242701,76,4.63
49243160,1,4.0
49264443,15,4.93
49286475,28,4.93
49293113,4,4.75
49309825,8,4.75
49310324,13,4.77
49311864,8,4.75
49412404,23,4.91
49437334,1,4.0
49437396,1,5.0
49437524,1,4.0
49437547,1,4.0
49437565,2,3.5
49437618,2,4.5
49439022,1,5.0
49439070,1,4.0
49439089,1,4.0
49439228,1,3.0
49439245,1,5.0
49456241,2,3.5
49456279,1,5.0
49456314,2,3.5
49475164,42,4.5
49480472,15,4.73
49493546,57,4.88
49515078,47,4.13
49526913,29,4.83
49559940,32,4.94
49581065,7,4.71
49583478,11,5.0
49590681,41,4.86
49607022,11,4.91
49608857,2,5.0
49630748,27,4.85
49632123,6,5.0
49649859,20,5.0
49670306,6,5.0
49689236,11,5.0
49707122,6,5.0
49735516,33,4.94
49746355,19,4.95
49748280,29,5.0
49750555,8,4.5
49794067,8,5.0
49807619,19,4.79
49821658,1,5.0
49838070,31,4.42
49856320,79,4.9
49868364,2,5.0
49896466,3,3.0
49897979,1,4.0
49898530,6,4.17
49899108,1,5.0
49957369,24,4.92
49959751,25,5.0
49978965,23,4.91
50000244,3,5.0
50025636,82,4.96
50031150,140,4.95
50031459,48,5.0
50060347,10,4.8
50068330,10,4.5
50121275,2,5.0
50130842,9,5.0
50144342,11,5.0
50144740,1,5.0
50146833,13,4.69
50152568,42,4.5
50155251,41,4.98
50163236,54,4.02
50163864,32,4.06
50164216,48,4.5
50176184,5,4.2
50210326,43,5.0
50228505,5,4.8
50254439,40,4.95
50254487,87,4.34
50255079,36,5.0
50264642,9,4.44
50264736,8,4.5
50268059,13,4.54
50279206,20,4.95
50285124,1,5.0
50297158,12,5.0
50319547,24,4.5
50320375,2,4.0
50321372,18,4.94
50322277,100,4.54
50335586,51,4.63
50344192,2,5.0
50370957,13,4.5
50372714,1,5.0
50385818,3,4.33
50389068,31,4.84
50392307,5,5.0
50409788,5,4.2
50413099,2,5.0
50419121,10,5.0
50436408,11,4.83
50464682,2,4.0
50478615,8,5.0
50489856,38,4.71
50497520,2,2.5
50500808,5,4.6
50513430,1,5.0
50516104,19,4.89
50536225,13,4.38
50541895,55,4.4
50546396,5,4.6
50567970,6,5.0
50573341,14,4.71
50591726,11,4.82
50599943,1,3.0
50599976,1,2.0
50600001,2,4.0
50600020,1,3.0
50600551,1,5.0
50629923,1,5.0
50650368,7,5.0
50652160,2,5.0
50654795,1,5.0
50673680,17,4.76
50689589,3,5.0
50693132,2,5.0
50699469,25,5.0
50714698,3,4.0
50729135,3,5.0
50741485,26,4.54
50742243,89,4.98
50750811,84,4.09
50769639,24,4.67
50781623,1,5.0
50782259,1,5.0
50792524,20,4.65
50793462,8,4.83
50809063,35,5.0
50827941,59,4.83
50847070,15,5.0
50860412,3,5.0
50866804,2,5.0
50872278,54,4.33
50872867,1,5.0
50889132,34,5.0
50945957,39,5.0
50963266,7,4.57
51007826,17,4.65
51014450,3,5.0
51020634,1,2.0
51022632,48,4.96
51029849,82,4.6
51031366,85,4.59
51031542,79,4.52
51031682,2,5.0
51038651,42,4.81
51064771,66,4.76
51075650,17,4.24
51082190,45,4.87
51136374,36,4.5
51190643,9,4.89
51195347,11,4.64
51243476,27,4.93
51244696,19,4.89
51245331,10,4.9
51249478,20,4.65
51273207,33,4.94
51286982,17,4.88
51297779,4,5.0
51303025,9,4.78
51327861,74,4.24
51337932,3,4.33
51366929,10,4.8
51392136,3,4.67
51396322,2,4.0
51404725,19,4.95
51418612,2,4.5
51421559,16,4.75
51428225,81,4.61
51428670,73,4.6
51429076,77,4.45
51438606,18,5.0
51445497,2,3.0
51448066,57,3.76
51469748,64,4.91
51477274,26,4.73
51490498,4,5.0
51495670,5,4.8
51497981,15,4.67
51517787,9,4.78
51526797,86,4.51
51529644,17,4.47
51531538,39,4.74
51533613,47,4.61
51533903,30,4.8
51537490,5,5.0
51550199,4,4.5
51558788,22,4.87
51597891,23,4.87
51610271,11,5.0
51632748,19,4.53
51633789,11,5.0
51650600,387,4.3
51662888,2,5.0
51680201,18,4.94
51701549,12,4.25
51727834,88,4.84
51739762,6,5.0
51747040,69,4.73
51764572,15,4.8
51783252,40,4.58
51784778,2,4.5
51854484,5,4.8
51856178,44,4.8
51858059,36,4.92
51858995,8,3.75
51863365,10,4.3
51863565,29,4.45
51875964,14,4.79
51876244,25,4.92
51904846,13,4.92
51933808,22,4.45
51953087,3,5.0
51972464,37,4.95
51972657,45,4.98
51973471,18,4.78
51975398,2,4.5
51975730,10,4.8
51977821,1,3.0
51983700,34,4.47
51987126,52,4.58
51987382,48,4.65
51987615,50,4.5
51987748,46,4.5
52026597,6,5.0
52045621,14,4.29
52079690,13,4.92
52105671,149,4.3
52128482,6,4.83
52128774,1,5.0
52129491,26,4.78
52142160,8,5.0
52182342,7,4.29
52184923,12,3.0
52196669,2,5.0
52196672,5,4.2
52215419,33,4.76
52224011,7,4.0
52252492,15,4.93
52258066,13,4.92
52285822,1,5.0
52291536,4,5.0
52303339,61,4.71
52323659,75,4.29
52331979,64,4.75
52398451,1,5.0
52398570,15,4.93
52416617,1,2.0
52419219,6,5.0
52422587,1,5.0
52449141,18,4.67
52472897,5,5.0
52481263,7,4.71
52486250,68,4.41
52488048,48,4.42
52488754,29,4.9
52493670,6,4.33
52495331,15,4.2
52507747,8,5.0
52512967,2,5.0
52520658,12,4.92
52520963,13,5.0
52523192,54,5.0
52527605,22,4.77
52528641,35,4.89
52529084,3,3.67
52529333,1,5.0
52529383,1,4.0
52529402,2,4.0
52529526,6,4.33
52529567,5,5.0
52529585,3,4.67
52529617,5,4.6
52529670,6,4.5
52529706,7,4.14
52551029,4,4.0
52570927,34,4.97
52577069,17,4.59
52597222,7,4.29
52615340,19,4.89
52643526,2,4.5
52649216,70,4.96
52669907,24,5.0
52672187,65,4.91
52673010,23,4.87
52674849,75,4.89
52691297,12,3.75
52698751,52,4.71
52699731,47,4.6
52713301,12,4.92
52716690,32,4.91
52718033,21,4.9
52727139,2,5.0
52733990,23,5.0
52734973,1,5.0
52735028,4,5.0
52735257,3,5.0
52735307,21,5.0
52745945,4,5.0
52749820,5,4.8
52770483,80,4.83
52778142,31,4.97
52785583,33,4.7
52794975,9,4.89
52810926,88,4.73
52818521,2,5.0
52838534,2,4.5
52851333,12,5.0
52855475,15,5.0
52861115,3,5.0
52874080,10,4.9
52876584,2,5.0
52879011,15,4.67
52879135,4,4.25
52888993,9,4.56
52888995,6,4.67
52888997,12,4.92
52889000,8,4.63
52898729,27,4.96
52911855,2,4.0
52927892,7,4.71
52929299,24,4.54
52954832,1,5.0
52965094,23,4.91
52967762,32,4.94
52990540,44,4.42
53006324,36,4.92
53009658,27,4.63
53041713,24,5.0
53056286,5,4.8
53078773,48,4.67
53080378,18,4.39
53088663,42,4.57
53094955,2,4.5
53100033,1,5.0
53108755,3,4.33
53123278,10,5.0
53123300,13,5.0
53132958,62,4.55
53140691,1,5.0
53148996,49,4.92
53149283,9,4.56
53152026,5,5.0
53209333,7,4.86
53209707,11,4.91
53218842,1,5.0
53229444,9,4.67
53240326,6,5.0
53249819,72,4.78
53266344,14,4.64
53270442,7,4.57
53273856,2,4.0
53289715,31,4.97
53292132,1,4.0
53303327,4,5.0
53303746,65,4.78
53318179,2,4.5
53321908,3,5.0
53349560,8,4.88
53377716,18,4.94
53386201,2,2.0
53388084,65,4.76
53389798,6,5.0
53393076,2,4.5
53394718,2,5.0
53408613,7,5.0
53413389,22,4.91
53424615,30,4.47
53426254,25,4.72
53426384,12,4.92
53431525,7,4.86
53440485,49,4.98
53442114,64,4.7
53442513,3,3.67
53445204,1,1.0
53471191,3,4.0
53478769,59,4.88
53498258,7,5.0
53506934,26,4.58
53512491,28,4.57
53513038,10,4.7
53513217,10,4.8
53515974,20,4.45
53516117,14,4.71
53520535,40,4.78
53528873,5,4.2
53537572,16,4.94
53564215,4,3.75
53575155,19,4.79
53583447,7,4.29
53590393,6,4.67
53595886,39,4.87
53619494,14,3.79
53640813,1,5.0
53666448,5,5.0
53672988,15,5.0
53679798,40,4.9
53694234,21,4.9
53705089,3,5.0
53712114,38,3.71
53716560,20,4.6
53732918,22,4.82
53735393,1,3.0
53766135,9,4.89
53793499,16,4.31
53814629,4,4.75
53848712,8,4.63
53944415,5,4.2
54009609,19,4.6
54027644,38,3.74
54027669,61,4.66
54027805,56,4.66
54044099,2,4.0
54046641,3,5.0
54068711,17,4.24
54102859,38,4.82
54118030,35,3.94
54118515,20,4.35
54139065,5,4.6
54211379,4,5.0
54220455,19,4.89
54220727,8,4.88
54221330,8,4.88
54224279,7,5.0
54242503,15,5.0
54257253,17,4.53
54257552,2,4.5
54271670,4,4.5
54275882,39,4.54
54276308,3,5.0
54301219,7,4.86
54304728,11,4.82
54312582,15,4.6
54313076,5,4.8
54324996,4,4.75
54332999,6,4.33
54350199,2,5.0
54372393,9,3.67
54394467,21,4.86
54394539,13,4.77
54394546,19,4.89
